idade,renda_anual,tipo_moradia,tempo_emprego,finalidade_emprestimo,classe_emprestimo,valor_emprestimo,taxa_juros,inadimplente,percentual_renda,historico_inadimplencia,tempo_historico_credito
28,78000,Financiada,1.0,Reforma residencial,C,5000,12.99,0,0.06,Sim,7
32,78000,Financiada,3.0,Consolidação de dívidas,A,8000,6.99,0,0.1,Não,10
29,72000,Financiada,12.0,Consolidação de dívidas,D,12000,15.62,1,0.17,Sim,9
35,78000,Financiada,9.0,Reforma residencial,B,9450,10.99,0,0.12,Não,8
29,78000,Financiada,0.0,Pessoal,B,9600,,0,0.12,Não,5
32,50000,Alugada,3.0,Reforma residencial,B,11100,10.59,0,0.22,Não,10
31,75000,Alugada,5.0,Reforma residencial,A,11100,6.03,0,0.15,Não,5
27,78000,Financiada,6.0,Empreendedorismo,D,15275,16.89,0,0.2,Não,6
33,34000,Alugada,17.0,Consolidação de dívidas,D,11175,14.96,1,0.33,Não,8
30,30809,Alugada,1.0,Educação,B,11200,11.99,1,0.36,Não,7
33,78000,Financiada,17.0,Empreendedorismo,D,10000,,0,0.13,Não,10
34,33500,Alugada,0.0,Empreendedorismo,B,11200,12.21,1,0.33,Não,9
28,78000,Financiada,5.0,Consolidação de dívidas,A,12000,5.79,0,0.15,Não,5
31,34800,Alugada,7.0,Consolidação de dívidas,C,11200,13.23,1,0.32,Sim,7
29,34900,Alugada,2.0,Saúde,B,11200,9.99,1,0.32,Não,10
33,35000,Alugada,5.0,Saúde,B,11200,10.36,1,0.32,Não,9
31,35000,Alugada,3.0,Saúde,B,11200,11.12,1,0.32,Não,6
27,78000,Financiada,0.0,Reforma residencial,A,5000,5.42,0,0.06,Não,7
30,78000,Financiada,2.0,Educação,B,20000,11.11,0,0.26,Não,5
31,78000,Financiada,9.0,Reforma residencial,A,5000,5.79,0,0.06,Não,10
29,78000,Própria,13.0,Empreendedorismo,A,14400,,0,0.18,Não,7
28,78000,Financiada,12.0,Reforma residencial,B,13000,,0,0.17,Não,9
31,78000,Financiada,6.0,Empreendedorismo,B,8000,10.0,0,0.1,Não,6
35,78000,Financiada,9.0,Consolidação de dívidas,A,10000,6.54,0,0.13,Não,8
27,78000,Financiada,2.0,Saúde,B,7000,9.62,0,0.09,Não,6
28,78000,Própria,12.0,Saúde,A,5250,5.79,0,0.07,Não,10
30,78000,Financiada,2.0,Educação,B,10800,10.36,0,0.14,Não,9
33,45600,Alugada,0.0,Consolidação de dívidas,A,11200,5.79,0,0.25,Não,8
31,46000,Alugada,4.0,Consolidação de dívidas,C,11200,14.27,0,0.24,Sim,6
28,46739,Alugada,0.0,Saúde,C,11200,13.48,0,0.24,Não,8
27,72000,Financiada,11.0,Pessoal,B,5000,11.86,1,0.07,Não,10
27,78000,Própria,3.0,Saúde,D,12000,15.58,0,0.15,Não,7
31,48000,Alugada,5.0,Educação,B,11200,,0,0.23,Não,5
28,48000,Alugada,1.0,Pessoal,C,11200,14.26,0,0.23,Não,6
32,78000,Financiada,5.0,Consolidação de dívidas,A,5400,7.88,0,0.07,Não,6
30,46800,Alugada,7.0,Educação,C,11200,13.98,1,0.24,Sim,7
33,55259,Alugada,15.0,Educação,D,11200,17.49,0,0.2,Não,5
35,40000,Própria,3.0,Pessoal,C,11325,15.96,0,0.28,Sim,10
29,78000,Financiada,13.0,Empreendedorismo,C,10000,12.73,0,0.13,Não,7
29,60000,Alugada,2.0,Empreendedorismo,C,11200,14.22,0,0.19,Sim,10
27,78000,Própria,4.0,Empreendedorismo,B,6000,12.18,0,0.08,Não,10
27,78000,Financiada,1.0,Empreendedorismo,A,5125,8.59,0,0.07,Não,8
33,78000,Financiada,3.0,Saúde,B,20000,12.18,0,0.26,Não,8
27,78000,Própria,2.0,Pessoal,A,15000,8.94,0,0.19,Não,7
28,63000,Alugada,1.0,Educação,C,11200,12.99,0,0.18,Sim,7
35,72000,Financiada,2.0,Educação,E,20000,16.7,1,0.28,Sim,9
32,63800,Alugada,6.0,Reforma residencial,D,11200,14.74,0,0.18,Não,8
34,60500,Alugada,3.0,Consolidação de dívidas,D,11200,15.62,1,0.19,Sim,10
29,61200,Financiada,2.0,Saúde,F,15000,17.58,1,0.21,Não,5
33,70000,Alugada,0.0,Educação,A,11200,8.94,0,0.16,Não,6
30,72000,Financiada,5.0,Reforma residencial,B,7500,9.76,1,0.1,Não,9
30,69000,Alugada,3.0,Educação,B,11200,12.42,1,0.16,Não,6
30,75000,Alugada,6.0,Saúde,C,11200,13.16,0,0.15,Sim,5
32,78096,Financiada,4.0,Educação,B,10000,10.99,0,0.13,Não,5
34,74000,Alugada,3.0,Educação,C,11200,11.66,1,0.15,Não,10
35,78252,Financiada,19.0,Empreendedorismo,D,30000,17.58,0,0.38,Não,8
35,83000,Alugada,19.0,Pessoal,B,11200,10.65,0,0.13,Não,10
28,85000,Alugada,7.0,Consolidação de dívidas,B,11200,9.91,0,0.13,Não,10
29,78300,Financiada,1.0,Empreendedorismo,F,10000,18.09,0,0.13,Sim,9
34,78301,Financiada,6.0,Consolidação de dívidas,A,17000,6.62,0,0.22,Não,9
32,78400,Financiada,2.0,Educação,B,1200,10.0,0,0.02,Não,5
29,87500,Alugada,2.0,Educação,B,11200,,0,0.13,Não,8
28,78408,Financiada,,Educação,C,6000,15.23,0,0.08,Não,8
31,78408,Financiada,10.0,Empreendedorismo,B,15000,12.18,0,0.19,Não,8
30,78411,Outra,15.0,Empreendedorismo,B,15850,11.14,0,0.2,Não,5
28,78465,Própria,9.0,Empreendedorismo,B,14000,11.36,0,0.18,Não,10
27,101000,Alugada,2.0,Consolidação de dívidas,B,11200,10.99,0,0.11,Não,6
31,79050,Alugada,7.0,Saúde,C,11200,13.99,1,0.12,Não,8
35,78750,Financiada,3.0,Consolidação de dívidas,C,10750,12.23,0,0.14,Não,8
35,78862,Financiada,14.0,Educação,D,25000,12.49,0,0.32,Sim,9
29,42000,Alugada,1.0,Saúde,B,11300,9.99,0,0.27,Não,5
35,56472,Alugada,5.0,Reforma residencial,D,11300,14.42,0,0.2,Não,7
28,78996,Financiada,10.0,Reforma residencial,C,12000,13.16,0,0.15,Sim,5
29,25000,Alugada,4.0,Educação,B,11325,,1,0.45,Não,5
33,43200,Alugada,6.0,Consolidação de dívidas,A,11350,7.88,0,0.26,Não,7
31,35000,Alugada,1.0,Empreendedorismo,A,11400,6.91,1,0.33,Não,8
27,79000,Financiada,6.0,Empreendedorismo,A,13000,,0,0.16,Não,8
31,79000,Financiada,14.0,Consolidação de dívidas,C,20000,13.49,0,0.25,Não,6
32,79000,Financiada,0.0,Reforma residencial,A,7800,,0,0.1,Não,8
30,79000,Financiada,11.0,Consolidação de dívidas,C,20000,13.72,0,0.25,Não,10
27,52500,Alugada,7.0,Pessoal,A,11425,7.51,0,0.22,Não,7
27,79000,Financiada,4.0,Pessoal,A,9000,6.76,0,0.11,Não,10
30,79000,Financiada,14.0,Pessoal,A,7500,7.14,0,0.09,Não,8
27,79000,Financiada,11.0,Reforma residencial,D,2875,14.59,0,0.04,Sim,10
32,30000,Alugada,1.0,Saúde,B,11450,9.99,1,0.38,Não,6
27,73000,Financiada,0.0,Reforma residencial,B,10500,11.83,1,0.14,Não,6
29,79000,Financiada,1.0,Consolidação de dívidas,A,7000,,0,0.09,Não,9
28,79000,Financiada,4.0,Empreendedorismo,D,2000,16.0,0,0.03,Sim,10
34,79000,Financiada,1.0,Pessoal,A,4800,9.32,0,0.06,Não,6
30,79000,Financiada,3.0,Reforma residencial,A,6000,9.63,0,0.08,Não,8
31,79000,Financiada,1.0,Consolidação de dívidas,A,5000,8.0,0,0.06,Não,9
29,40000,Alugada,7.0,Pessoal,A,11450,8.49,0,0.29,Não,5
30,65000,Alugada,14.0,Pessoal,C,11475,13.72,0,0.18,Não,6
28,22188,Alugada,9.0,Educação,A,11500,8.49,1,0.52,Não,5
31,79100,Financiada,4.0,Saúde,A,19150,6.99,0,0.24,Não,7
33,79112,Financiada,17.0,Empreendedorismo,B,4000,10.36,0,0.05,Não,6
29,79200,Financiada,,Empreendedorismo,A,8000,5.42,0,0.1,Não,9
28,25200,Alugada,5.0,Pessoal,D,11500,14.46,1,0.46,Sim,6
27,79200,Própria,1.0,Reforma residencial,E,15000,17.14,0,0.19,Não,8
27,30000,Alugada,2.0,Empreendedorismo,B,11500,10.36,1,0.38,Não,6
30,79416,Financiada,12.0,Saúde,C,6000,13.49,0,0.08,Sim,8
27,30000,Alugada,6.0,Empreendedorismo,B,11500,10.36,1,0.38,Não,7
33,79440,Financiada,12.0,Saúde,C,5525,13.85,0,0.07,Sim,9
30,32000,Alugada,15.0,Empreendedorismo,C,11500,15.23,1,0.36,Não,6
29,32000,Alugada,3.0,Saúde,C,11500,14.22,1,0.36,Não,7
35,79500,Financiada,5.0,Pessoal,D,9600,14.61,0,0.12,Sim,5
28,79536,Financiada,12.0,Pessoal,A,16425,7.9,0,0.21,Não,8
27,34928,Alugada,1.0,Reforma residencial,E,11500,16.0,1,0.33,Não,5
30,36000,Alugada,5.0,Educação,C,11500,15.27,1,0.32,Sim,8
32,40000,Própria,2.0,Empreendedorismo,C,7000,12.68,0,0.17,Sim,10
28,30000,Alugada,0.0,Saúde,D,11500,14.46,1,0.38,Sim,5
35,79750,Financiada,5.0,Consolidação de dívidas,B,35000,11.99,0,0.44,Não,5
27,38500,Alugada,0.0,Consolidação de dívidas,B,11500,12.42,0,0.3,Não,9
31,79800,Financiada,3.0,Pessoal,A,5000,6.91,0,0.06,Não,9
29,79800,Financiada,2.0,Consolidação de dívidas,A,6000,7.14,0,0.08,Não,8
32,79872,Financiada,4.0,Consolidação de dívidas,C,12000,12.68,0,0.15,Não,10
29,79894,Financiada,7.0,Empreendedorismo,D,20000,14.96,0,0.25,Sim,10
33,79985,Financiada,6.0,Educação,F,8000,21.36,0,0.1,Não,5
28,40000,Própria,2.0,Empreendedorismo,B,5000,10.0,0,0.13,Não,5
28,79995,Própria,3.0,Pessoal,C,15000,,0,0.19,Não,10
35,48000,Alugada,3.0,Saúde,B,11500,11.11,0,0.24,Não,9
35,50000,Alugada,4.0,Pessoal,B,11500,12.42,0,0.23,Não,8
35,40000,Própria,0.0,Pessoal,A,5000,6.92,0,0.13,Não,5
28,80000,Financiada,5.0,Reforma residencial,B,9000,12.69,0,0.11,Não,6
29,74000,Alugada,13.0,Reforma residencial,B,11500,11.71,0,0.16,Não,10
32,74500,Alugada,1.0,Empreendedorismo,A,11500,7.05,0,0.15,Não,8
33,92259,Alugada,2.0,Educação,B,11500,10.0,0,0.12,Não,7
35,110000,Alugada,2.0,Empreendedorismo,B,11500,11.49,0,0.1,Não,10
27,78262,Alugada,4.0,Reforma residencial,B,11525,,0,0.15,Não,8
34,80000,Financiada,,Pessoal,A,15000,6.03,0,0.19,Não,10
32,65000,Alugada,2.0,Reforma residencial,C,11600,13.49,0,0.18,Sim,8
34,74000,Financiada,13.0,Empreendedorismo,C,10000,15.96,1,0.14,Sim,10
27,80000,Financiada,11.0,Pessoal,A,8500,6.03,0,0.11,Não,6
32,25000,Alugada,4.0,Saúde,C,11700,12.68,1,0.47,Sim,10
31,35000,Alugada,6.0,Saúde,C,11700,13.06,1,0.33,Não,9
27,44004,Alugada,1.0,Educação,D,11750,15.31,1,0.27,Sim,8
29,80000,Financiada,13.0,Educação,A,10000,7.9,0,0.13,Não,9
28,80000,Financiada,12.0,Consolidação de dívidas,A,12000,6.03,0,0.15,Não,6
27,98000,Alugada,3.0,Educação,C,11750,13.47,0,0.12,Sim,6
28,80000,Própria,12.0,Educação,A,8400,7.9,0,0.1,Não,5
30,80000,Financiada,2.0,Educação,A,3000,6.62,0,0.04,Não,9
27,80000,Financiada,11.0,Educação,B,7500,11.71,0,0.09,Não,10
27,80000,Financiada,4.0,Pessoal,A,6000,6.03,0,0.07,Não,10
33,30000,Alugada,3.0,Consolidação de dívidas,B,11975,9.99,1,0.4,Não,8
27,42000,Alugada,1.0,Saúde,B,11975,12.53,0,0.29,Não,6
31,80000,Financiada,13.0,Educação,A,20000,8.9,0,0.25,Não,10
33,58344,Alugada,5.0,Empreendedorismo,D,11975,16.29,0,0.21,Sim,9
27,80000,Financiada,7.0,Consolidação de dívidas,B,7400,12.69,0,0.09,Não,7
32,80000,Financiada,15.0,Empreendedorismo,A,12000,5.99,0,0.15,Não,8
30,22452,Alugada,2.0,Empreendedorismo,A,12000,7.29,1,0.53,Não,5
29,80000,Financiada,14.0,Reforma residencial,A,25000,7.49,0,0.31,Não,7
34,80000,Financiada,4.0,Reforma residencial,B,11000,10.99,0,0.14,Não,6
32,24000,Alugada,2.0,Saúde,A,12000,,1,0.5,Não,8
30,62900,Financiada,2.0,Saúde,B,10000,,1,0.14,Não,6
27,80000,Financiada,2.0,Educação,A,12000,6.99,0,0.15,Não,6
28,25000,Alugada,1.0,Saúde,B,12000,9.83,1,0.48,Não,9
30,80000,Financiada,0.0,Reforma residencial,A,11000,,0,0.14,Não,6
34,25200,Alugada,6.0,Pessoal,C,12000,13.48,1,0.48,Não,10
30,25536,Alugada,,Saúde,C,12000,14.79,1,0.47,Sim,10
29,80000,Financiada,5.0,Saúde,B,22000,10.59,0,0.28,Não,10
27,80000,Financiada,5.0,Pessoal,C,35000,,0,0.44,Não,8
34,80000,Financiada,3.0,Empreendedorismo,A,3600,5.99,0,0.04,Não,9
28,80000,Financiada,6.0,Reforma residencial,B,4400,,0,0.06,Não,5
32,80000,Financiada,14.0,Consolidação de dívidas,A,15350,8.49,0,0.19,Não,7
27,26237,Alugada,0.0,Empreendedorismo,C,12000,13.22,1,0.46,Não,5
32,26400,Alugada,12.0,Empreendedorismo,A,12000,6.17,1,0.45,Não,9
29,27000,Alugada,1.0,Consolidação de dívidas,D,12000,13.24,1,0.44,Sim,6
27,28000,Alugada,8.0,Saúde,A,12000,7.51,1,0.43,Não,9
30,28000,Alugada,5.0,Pessoal,C,12000,14.22,1,0.43,Não,8
28,28080,Alugada,0.0,Consolidação de dívidas,A,12000,7.88,1,0.43,Não,5
31,80000,Financiada,7.0,Pessoal,B,25000,9.99,0,0.31,Não,10
27,80000,Financiada,6.0,Saúde,B,23750,10.99,0,0.3,Não,9
34,30000,Alugada,2.0,Pessoal,A,12000,,1,0.4,Não,6
28,30000,Alugada,4.0,Consolidação de dívidas,A,12000,6.62,1,0.4,Não,7
34,30000,Alugada,2.0,Reforma residencial,A,12000,8.9,1,0.4,Não,8
29,30000,Alugada,0.0,Pessoal,B,12000,10.36,1,0.4,Não,7
30,80000,Financiada,7.0,Empreendedorismo,B,16800,10.99,0,0.21,Não,8
30,30000,Alugada,4.0,Consolidação de dívidas,D,12000,15.21,1,0.4,Sim,6
27,30000,Alugada,5.0,Educação,B,12000,11.36,1,0.4,Não,9
28,80000,Financiada,11.0,Pessoal,A,16000,5.99,0,0.2,Não,7
30,80000,Financiada,1.0,Educação,B,4975,10.59,0,0.06,Não,9
31,30000,Alugada,4.0,Consolidação de dívidas,B,12000,10.39,1,0.4,Não,9
34,80000,Financiada,5.0,Pessoal,A,12000,7.49,0,0.15,Não,9
34,30412,Alugada,4.0,Saúde,B,12000,10.38,1,0.39,Não,5
30,31200,Alugada,0.0,Pessoal,E,12000,16.45,1,0.38,Sim,7
35,80000,Própria,5.0,Pessoal,D,15000,15.99,0,0.19,Sim,9
30,80000,Financiada,2.0,Empreendedorismo,C,6000,14.17,0,0.07,Sim,6
31,74000,Financiada,13.0,Empreendedorismo,C,1500,12.68,1,0.02,Não,10
31,80000,Financiada,4.0,Reforma residencial,C,16000,13.8,0,0.2,Não,9
29,32000,Alugada,3.0,Pessoal,A,12000,,1,0.38,Não,9
31,80000,Financiada,6.0,Educação,A,12750,7.29,0,0.16,Não,10
27,80000,Financiada,0.0,Pessoal,B,8000,9.63,0,0.1,Não,6
28,32000,Alugada,12.0,Consolidação de dívidas,A,12000,7.88,1,0.38,Não,9
28,32400,Alugada,3.0,Consolidação de dívidas,C,12000,14.26,1,0.37,Não,10
31,80000,Financiada,10.0,Saúde,A,10000,,0,0.13,Não,5
29,32800,Alugada,13.0,Saúde,E,12000,16.45,1,0.37,Não,9
32,33000,Alugada,1.0,Educação,A,12000,6.54,1,0.36,Não,8
28,80000,Financiada,5.0,Reforma residencial,C,15000,14.17,0,0.19,Não,8
28,80000,Financiada,0.0,Reforma residencial,B,6500,11.11,0,0.08,Não,7
27,80000,Financiada,3.0,Consolidação de dívidas,B,3000,11.11,0,0.04,Não,7
27,33000,Alugada,3.0,Saúde,B,12000,10.75,1,0.36,Não,5
28,33280,Alugada,6.0,Pessoal,A,12000,7.66,1,0.36,Não,9
27,80000,Financiada,0.0,Consolidação de dívidas,C,10000,12.68,0,0.13,Não,5
33,80000,Financiada,9.0,Empreendedorismo,B,6000,11.11,0,0.07,Não,7
27,80000,Financiada,11.0,Pessoal,A,16000,6.91,0,0.2,Não,5
33,80000,Financiada,5.0,Reforma residencial,D,24000,14.46,0,0.3,Não,6
31,80000,Financiada,4.0,Reforma residencial,B,12400,9.99,0,0.15,Não,6
30,80000,Financiada,4.0,Consolidação de dívidas,A,10750,6.17,0,0.13,Não,5
28,80000,Própria,1.0,Saúde,A,3000,6.54,0,0.04,Não,9
31,34000,Alugada,0.0,Saúde,C,12000,13.16,1,0.35,Sim,9
27,80000,Financiada,4.0,Saúde,A,15000,6.54,0,0.19,Não,8
31,80000,Própria,13.0,Saúde,A,12000,5.79,0,0.15,Não,10
27,40000,Própria,11.0,Educação,A,6400,9.32,0,0.16,Não,6
29,34999,Alugada,2.0,Saúde,B,12000,11.58,1,0.34,Não,10
29,80000,Financiada,14.0,Reforma residencial,D,5000,15.21,0,0.06,Não,6
27,35000,Alugada,8.0,Pessoal,B,12000,9.91,1,0.34,Não,8
29,80000,Financiada,2.0,Reforma residencial,A,4500,6.76,0,0.06,Não,10
27,35000,Alugada,0.0,Educação,A,12000,7.29,1,0.34,Não,6
28,80000,Financiada,8.0,Educação,A,9600,7.51,0,0.12,Não,6
29,74000,Financiada,3.0,Educação,D,3000,16.32,1,0.04,Não,6
32,35100,Alugada,,Educação,A,12000,5.99,1,0.34,Não,10
35,80000,Financiada,8.0,Reforma residencial,B,15000,,0,0.19,Não,9
35,36000,Alugada,9.0,Saúde,D,12000,16.29,1,0.33,Não,9
29,36000,Alugada,13.0,Saúde,A,12000,7.49,1,0.33,Não,10
29,36000,Alugada,6.0,Empreendedorismo,A,12000,7.49,1,0.33,Não,7
27,80000,Financiada,3.0,Reforma residencial,B,14500,10.75,0,0.18,Não,6
28,36000,Alugada,2.0,Empreendedorismo,A,12000,5.42,1,0.33,Não,10
27,80000,Financiada,4.0,Consolidação de dívidas,B,24000,11.12,0,0.3,Não,10
33,36000,Alugada,9.0,Pessoal,A,12000,7.29,1,0.33,Não,6
32,80000,Financiada,6.0,Educação,A,13000,7.88,0,0.16,Não,10
29,36000,Alugada,1.0,Consolidação de dívidas,B,12000,12.21,1,0.33,Não,9
30,36400,Alugada,2.0,Saúde,B,12000,10.65,1,0.33,Não,9
28,36888,Alugada,5.0,Saúde,C,12000,,1,0.33,Sim,7
28,80000,Financiada,13.0,Pessoal,B,21000,11.36,0,0.26,Não,7
32,37076,Alugada,3.0,Pessoal,B,12000,12.42,1,0.32,Não,7
27,80000,Financiada,1.0,Consolidação de dívidas,B,20000,11.36,0,0.25,Não,5
30,80000,Financiada,6.0,Reforma residencial,B,12000,,0,0.15,Não,8
33,80000,Financiada,1.0,Reforma residencial,A,6000,7.88,0,0.07,Não,10
28,80000,Financiada,12.0,Empreendedorismo,A,2500,,0,0.03,Não,7
30,37500,Alugada,5.0,Educação,B,12000,,1,0.32,Não,6
28,37500,Alugada,4.0,Consolidação de dívidas,C,12000,,1,0.32,Não,9
29,37920,Alugada,2.0,Pessoal,C,12000,13.48,1,0.32,Sim,10
34,80000,Financiada,7.0,Educação,B,19000,10.62,0,0.24,Não,10
27,38000,Alugada,0.0,Saúde,A,12000,6.62,1,0.32,Não,10
32,80000,Própria,2.0,Empreendedorismo,B,10000,11.14,0,0.13,Não,9
32,38000,Alugada,2.0,Educação,B,12000,12.42,1,0.32,Não,6
27,80000,Própria,11.0,Educação,B,5000,11.14,0,0.06,Não,7
31,80000,Financiada,5.0,Empreendedorismo,A,6000,7.4,0,0.07,Não,9
33,80000,Financiada,4.0,Saúde,B,12000,11.14,0,0.15,Não,6
29,80000,Própria,0.0,Empreendedorismo,C,24000,12.87,0,0.3,Não,9
29,80000,Financiada,2.0,Pessoal,A,5000,7.74,0,0.06,Não,9
28,80000,Financiada,1.0,Pessoal,A,3100,7.05,0,0.04,Não,9
28,38295,Alugada,5.0,Pessoal,C,12000,,1,0.31,Não,7
27,39996,Própria,1.0,Empreendedorismo,B,8000,12.53,0,0.2,Não,6
34,62900,Financiada,11.0,Saúde,A,18000,8.94,1,0.24,Não,5
27,80000,Financiada,11.0,Pessoal,B,20000,,0,0.25,Não,10
28,38500,Alugada,2.0,Pessoal,B,12000,10.75,1,0.31,Não,5
28,80000,Financiada,12.0,Consolidação de dívidas,B,12000,12.18,0,0.15,Não,5
28,38643,Alugada,7.0,Pessoal,B,12000,11.58,1,0.31,Não,8
31,80000,Financiada,6.0,Educação,B,7500,12.18,0,0.09,Não,7
30,80000,Financiada,14.0,Empreendedorismo,C,8000,13.92,0,0.1,Não,8
29,80000,Financiada,13.0,Reforma residencial,C,16000,12.84,0,0.2,Sim,7
27,80000,Própria,2.0,Pessoal,B,9000,12.21,0,0.11,Não,8
28,39000,Alugada,0.0,Consolidação de dívidas,C,12000,12.53,1,0.31,Sim,9
32,62900,Financiada,5.0,Saúde,D,2750,,1,0.04,Sim,7
34,80000,Financiada,4.0,Reforma residencial,E,12000,,0,0.15,Não,10
31,80000,Financiada,0.0,Saúde,B,15000,10.95,0,0.19,Não,8
28,80000,Financiada,8.0,Educação,C,13000,13.47,0,0.16,Não,5
30,80000,Própria,0.0,Pessoal,D,8000,15.05,0,0.1,Não,5
27,62900,Financiada,1.0,Saúde,B,8000,11.46,1,0.11,Não,8
28,74000,Financiada,6.0,Empreendedorismo,E,7000,15.38,1,0.09,Não,9
28,80000,Própria,2.0,Reforma residencial,C,16000,11.66,0,0.2,Sim,7
33,80000,Própria,12.0,Reforma residencial,C,9000,11.97,0,0.11,Não,7
27,80000,Financiada,11.0,Educação,A,5000,8.0,0,0.06,Não,6
28,80000,Financiada,1.0,Reforma residencial,D,20000,13.24,0,0.25,Não,8
27,40000,Alugada,4.0,Saúde,B,12000,12.69,0,0.3,Não,8
31,40000,Alugada,5.0,Saúde,B,12000,11.99,0,0.3,Não,5
35,80004,Financiada,2.0,Pessoal,B,3200,11.11,0,0.04,Não,7
28,40000,Alugada,12.0,Empreendedorismo,B,12000,11.11,0,0.3,Não,5
31,80004,Financiada,9.0,Saúde,C,3500,12.61,0,0.04,Não,10
27,40000,Alugada,8.0,Saúde,B,12000,10.37,0,0.3,Não,9
28,80004,Financiada,5.0,Saúde,A,12000,6.91,0,0.15,Não,6
31,80004,Financiada,9.0,Saúde,B,5500,10.75,0,0.07,Não,8
28,80004,Financiada,2.0,Empreendedorismo,B,22750,11.49,0,0.28,Não,6
28,34000,Alugada,0.0,Educação,D,12000,14.61,1,0.35,Sim,8
30,34000,Alugada,0.0,Consolidação de dívidas,C,12000,12.87,1,0.35,Não,6
35,80004,Financiada,0.0,Consolidação de dívidas,B,14400,10.95,0,0.18,Não,5
32,40000,Alugada,3.0,Consolidação de dívidas,B,12000,11.89,0,0.3,Não,10
30,40000,Alugada,13.0,Educação,B,12000,9.2,0,0.3,Não,8
30,34046,Alugada,2.0,Saúde,D,12000,14.96,1,0.35,Sim,6
32,34310,Alugada,2.0,Empreendedorismo,D,12000,14.96,1,0.35,Sim,8
30,80256,Própria,11.0,Empreendedorismo,A,24000,7.49,0,0.3,Não,7
34,80300,Financiada,3.0,Pessoal,C,15000,12.73,0,0.19,Sim,9
35,80308,Financiada,3.0,Consolidação de dívidas,A,12000,7.88,0,0.15,Não,10
29,41004,Alugada,6.0,Pessoal,B,12000,10.0,0,0.29,Não,7
28,74400,Financiada,3.0,Reforma residencial,B,20000,,1,0.27,Não,8
32,35830,Alugada,,Consolidação de dívidas,A,12000,7.51,1,0.33,Não,7
29,80400,Financiada,13.0,Empreendedorismo,A,8000,7.14,0,0.1,Não,10
32,42000,Alugada,13.0,Pessoal,A,12000,7.51,0,0.29,Não,8
31,42000,Alugada,12.0,Pessoal,B,12000,,0,0.29,Não,9
27,42000,Alugada,2.0,Pessoal,B,12000,10.65,0,0.29,Não,7
29,80496,Financiada,2.0,Reforma residencial,C,10000,13.72,0,0.12,Não,10
28,80500,Financiada,4.0,Consolidação de dívidas,A,6000,7.74,0,0.07,Não,5
28,80569,Financiada,2.0,Educação,B,4000,9.63,0,0.05,Não,7
28,42000,Alugada,0.0,Empreendedorismo,B,12000,11.11,0,0.29,Não,9
34,80600,Financiada,2.0,Educação,B,15000,12.21,0,0.19,Não,6
27,36000,Alugada,2.0,Consolidação de dívidas,D,12000,14.09,1,0.33,Sim,10
31,36000,Alugada,4.0,Educação,B,12000,10.36,1,0.33,Não,8
28,80748,Financiada,5.0,Saúde,A,5000,7.51,0,0.06,Não,9
27,80800,Financiada,3.0,Pessoal,C,3000,,0,0.04,Não,10
30,42000,Alugada,1.0,Pessoal,B,12000,9.88,0,0.29,Não,8
31,42000,Alugada,1.0,Saúde,B,12000,10.99,0,0.29,Não,9
33,42000,Alugada,3.0,Consolidação de dívidas,C,12000,13.57,0,0.29,Não,7
35,81000,Financiada,15.0,Consolidação de dívidas,B,5400,,0,0.07,Não,5
28,81000,Financiada,6.0,Empreendedorismo,A,2500,5.99,0,0.03,Não,6
30,42600,Alugada,13.0,Empreendedorismo,B,12000,11.71,0,0.28,Não,8
30,42886,Alugada,3.0,Pessoal,B,12000,10.59,0,0.28,Não,10
29,81000,Financiada,5.0,Pessoal,A,14000,7.66,0,0.17,Não,9
27,81000,Própria,4.0,Empreendedorismo,C,9000,13.43,0,0.11,Sim,9
32,81000,Financiada,1.0,Pessoal,B,10000,10.37,0,0.12,Não,10
33,81000,Própria,4.0,Pessoal,A,12000,6.17,0,0.15,Não,8
28,81000,Financiada,11.0,Reforma residencial,A,6000,6.17,0,0.07,Não,10
34,39000,Própria,5.0,Reforma residencial,B,12000,11.99,0,0.31,Não,6
29,37000,Alugada,4.0,Reforma residencial,A,12000,9.63,1,0.32,Não,7
27,43200,Alugada,0.0,Empreendedorismo,A,12000,8.94,0,0.28,Não,5
31,81000,Financiada,15.0,Reforma residencial,A,7200,9.63,0,0.09,Não,8
29,81000,Financiada,1.0,Consolidação de dívidas,A,7750,9.32,0,0.1,Não,10
27,81000,Financiada,2.0,Saúde,A,5500,8.0,0,0.07,Não,8
29,75000,Financiada,8.0,Pessoal,C,12000,13.16,1,0.16,Sim,7
28,81000,Financiada,0.0,Empreendedorismo,C,5000,12.53,0,0.06,Não,9
33,75000,Financiada,2.0,Consolidação de dívidas,B,7500,10.08,1,0.1,Não,9
27,39000,Própria,3.0,Saúde,A,9600,5.79,0,0.25,Não,10
32,44808,Alugada,5.0,Pessoal,B,12000,,0,0.27,Não,8
28,81120,Financiada,5.0,Reforma residencial,B,5200,11.49,0,0.06,Não,7
30,81120,Própria,3.0,Educação,B,18000,10.75,0,0.22,Não,10
32,81204,Financiada,6.0,Educação,A,3600,7.88,0,0.04,Não,9
34,45000,Alugada,17.0,Empreendedorismo,A,12000,6.03,0,0.27,Não,9
29,45000,Alugada,0.0,Saúde,C,12000,12.99,0,0.27,Sim,7
29,81400,Financiada,13.0,Educação,A,10000,,0,0.12,Não,8
28,45000,Alugada,12.0,Educação,A,12000,5.42,0,0.27,Não,10
